,Title,Link,Year,Season
2520,Sayonara Zetsubou Sensei Special Omake,13619/Sayonara-Zetsubou-Sensei-Special-Omake,2012,Winter
2521,Shin Hikari Shinwa: Palutena no Kagami,13251/Shin-Hikari-Shinwa-Palutena-no-Kagami,2012,Winter
2522,Itsuka Tenma no Kuro Usagi Special,13137/Itsuka-Tenma-no-Kuro-Usagi-Special,2012,Winter
2523,Da Capo III Special,17020/Da-Capo-III-Special,2012,Winter
2524,Minori Scramble!,9523/Minori-Scramble,2012,Winter
2525,ToHeart2: Dungeon Travelers,11773/ToHeart2-Dungeon-Travelers,2012,Winter
2526,Morita-san wa Mukuchi. Specials,12921/Moritasan-wa-Mukuchi-Specials,2012,Winter
2527,"Boku no Imouto wa ""Osaka Okan"": Haishin Gentei Osaka Okan.",16936/Boku-no-Imouto-wa-Osaka-Okan-Haishin-Gentei-Osaka-Okan,2012,Winter
2528,Tales of Gekijou,12699/Tales-of-Gekijou,2012,Winter
2529,Otome Nadeshiko Koi Techou,13673/Otome-Nadeshiko-Koi-Techou,2012,Winter
2530,Top wo Nerae! Gunbuster Science Lesson Returns,20897/Top-wo-Nerae-Gunbuster-Science-Lesson-Returns,2012,Winter
2531,Sekiei Ayakashi Mangatan,12907/Sekiei-Ayakashi-Mangatan,2012,Winter
2532,Ijime,12599/Ijime,2012,Winter
2533,Ai wa KAT-TUN,12865/Ai-wa-KATTUN,2012,Winter
2534,gdgd Fairies 2 Episode 0,16912/gdgd-Fairies-2-Episode-0,2012,Winter
2535,Haru wa Kuru,13255/Haru-wa-Kuru,2012,Winter
2536,Ikeike! Momon-chan Specials,18425/Ikeike-Momonchan-Specials,2012,Winter
2537,Peeping Life: World History,17237/Peeping-Life-World-History,2012,Winter
2538,Nantokashite Alguard,13543/Nantokashite-Alguard,2012,Winter
2539,Salad Land,14235/Salad-Land,2012,Winter
2540,Peeping Life 5.0ch,19849/Peeping-Life-50ch,2012,Winter
2541,Rui no Masaiban,13541/Rui-no-Masaiban,2012,Winter
2542,Nulu-chan to Boku,120137/Nuluchan-to-Boku,2012,Winter
2543,Kamiusagi Rope: Valentine Day-hen,13831/Kamiusagi-Rope-Valentine-Dayhen,2012,Winter
2544,Yuke! Shouei-kun,15657/Yuke-Shoueikun,2012,Winter
2545,Happening Star,12643/Happening-Star,2012,Winter
2546,Hyouka,12189/Hyouka,2012,Spring
2547,Kuroko no Basket,11771/Kuroko-no-Basket,2012,Spring
2548,Fate/Zero 2nd Season,11741/FateZero-2nd-Season,2012,Spring
2549,Accel World,11759/Accel-World,2012,Spring
2550,Sankarea,11499/Sankarea,2012,Spring
2551,Sakamichi no Apollon,12531/Sakamichi-no-Apollon,2012,Spring
2552,Tasogare Otome x Amnesia,12445/Tasogare-Otome-x-Amnesia,2012,Spring
2553,Haiyore! Nyaruko-san,11785/Haiyore-Nyarukosan,2012,Spring
2554,Jormungand,12413/Jormungand,2012,Spring
2555,Acchi Kocchi,12291/Acchi-Kocchi,2012,Spring
2556,Nazo no Kanojo X,12467/Nazo-no-Kanojo-X,2012,Spring
2557,Kore wa Zombie desu ka? of the Dead,10790/Kore-wa-Zombie-desu-ka-of-the-Dead,2012,Spring
2558,Medaka Box,11761/Medaka-Box,2012,Spring
2559,Uchuu Kyoudai,12431/Uchuu-Kyoudai,2012,Spring
2560,Tsuritama,12883/Tsuritama,2012,Spring
2561,Zetman,11837/Zetman,2012,Spring
2562,Shirokuma Cafe,12815/Shirokuma-Cafe,2012,Spring
2563,LUPIN the Third: Mine Fujiko to Iu Onna,13203/LUPIN-the-Third-Mine-Fujiko-to-Iu-Onna,2012,Spring
2564,NARUTO SD Rock Lee no Seishun Full-Power Ninden,12979/NARUTO-SD-Rock-Lee-no-Seishun-FullPower-Ninden,2012,Spring
2565,Eureka Seven AO,12471/Eureka-Seven-AO,2012,Spring
2566,Hiiro no Kakera,12461/Hiiro-no-Kakera,2012,Spring
2567,Kimi to Boku. 2,11739/Kimi-to-Boku-2,2012,Spring
2568,AKB0048,12149/AKB0048,2012,Spring
2569,Inazuma Eleven Go: Chrono Stone,13261/Inazuma-Eleven-Go-Chrono-Stone,2012,Spring
2570,Natsuiro Kiseki,12119/Natsuiro-Kiseki,2012,Spring
2571,Saki: Achiga-hen - episode of side-A,10884/Saki-Achigahen--episode-of-sideA,2012,Spring
2572,Saint Seiya Omega,12929/Saint-Seiya-Omega,2012,Spring
2573,Phi Brain: Kami no Puzzle 2nd Season,12753/Phi-Brain-Kami-no-Puzzle-2nd-Season,2012,Spring
2574,Shining Hearts: Shiawase no Pan,12367/Shining-Hearts-Shiawase-no-Pan,2012,Spring
2575,Queen's Blade: Rebellion,11859/Queens-Blade-Rebellion,2012,Spring
2576,Sengoku Collection,12611/Sengoku-Collection,2012,Spring
2577,Ginga e Kickoff!!,12875/Ginga-e-Kickoff,2012,Spring
2578,Cardfight!! Vanguard: Asia Circuit-hen,13145/Cardfight-Vanguard-Asia-Circuithen,2012,Spring
2579,Ozma,12677/Ozma,2012,Spring
2580,Pretty Rhythm: Dear My Future,12863/Pretty-Rhythm-Dear-My-Future,2012,Spring
2581,Furusato Saisei: Nippon no Mukashi Banashi,13163/Furusato-Saisei-Nippon-no-Mukashi-Banashi,2012,Spring
2582,Jewelpet Kira☆Deco!,12963/Jewelpet-KiraDeco,2012,Spring
2583,Ninja Hattori-kun (2012),18845/Ninja-Hattorikun-2012,2012,Spring
2584,Gon,7867/Gon,2012,Spring
2585,Arashi no Yoru ni: Himitsu no Tomodachi,13029/Arashi-no-Yoru-ni-Himitsu-no-Tomodachi,2012,Spring
2586,BeyWheelz,136668/BeyWheelz,2012,Spring
2587,Shimajirou no Wow!,18941/Shimajirou-no-Wow,2012,Spring
2588,Recorder to Randoseru Re♪,13377/Recorder-to-Randoseru-Re,2012,Spring
2589,Metal Fight Beyblade Zero G,13231/Metal-Fight-Beyblade-Zero-G,2012,Spring
2590,Shiba Inuko-san,13141/Shiba-Inukosan,2012,Spring
2591,Yurumates 3D,12123/Yurumates-3D,2012,Spring
2592,Kuromajo-san ga Tooru!!,13159/Kuromajosan-ga-Tooru,2012,Spring
2593,Gakkatsu!,13139/Gakkatsu,2012,Spring
2594,Baku Tech! Bakugan,13143/Baku-Tech-Bakugan,2012,Spring
2595,Duel Masters Victory V,21021/Duel-Masters-Victory-V,2012,Spring
2596,Himitsukessha Taka no Tsume NEO,13431/Himitsukessha-Taka-no-Tsume-NEO,2012,Spring
2597,Little Charo: Touhoku-hen,13465/Little-Charo-Touhokuhen,2012,Spring
2598,Panda no Taputapu,13463/Panda-no-Taputapu,2012,Spring
2599,Paboo & Mojies,13165/Paboo--Mojies,2012,Spring
2600,Zumomo to Nupepe,13455/Zumomo-to-Nupepe,2012,Spring
2601,Ribbon-chan,13459/Ribbonchan,2012,Spring
2602,Aquarion EVOL,10447/Aquarion-EVOL,2012,Spring
2603,Mouretsu Pirates,8917/Mouretsu-Pirates,2012,Spring
2604,Smile Precure!,12191/Smile-Precure,2012,Spring
2605,Area no Kishi,11697/Area-no-Kishi,2012,Spring
2606,Poyopoyo Kansatsu Nikki,12021/Poyopoyo-Kansatsu-Nikki,2012,Spring
2607,Danball Senki W,12651/Danball-Senki-W,2012,Spring
2608,Ookami Kodomo no Ame to Yuki,12355/Ookami-Kodomo-no-Ame-to-Yuki,2012,Spring
2609,BLOOD-C: The Last Dark,10681/BLOODC-The-Last-Dark,2012,Spring
2610,Strike Witches Movie,9751/Strike-Witches-Movie,2012,Spring
2611,Meitantei Conan: 11 Nin-me no Striker,12117/Meitantei-Conan-11-Ninme-no-Striker,2012,Spring
2612,Nijiiro Hotaru: Eien no Natsuyasumi,6219/Nijiiro-Hotaru-Eien-no-Natsuyasumi,2012,Spring
2613,Precure All Stars New Stage: Mirai no Tomodachi,12221/Precure-All-Stars-New-Stage-Mirai-no-Tomodachi,2012,Spring
2614,Doraemon: Nobita and the Miracle Island - Animal Adventure,11053/Doraemon-Nobita-and-the-Miracle-Island--Animal-Adventure,2012,Spring
2615,Puka Puka Juju,13173/Puka-Puka-Juju,2012,Spring
2616,Crayon Shin-chan: Arashi wo Yobu! Ora to Uchuu no Princess,12499/Crayon-Shinchan-Arashi-wo-Yobu-Ora-to-Uchuu-no-Princess,2012,Spring
2617,Shiranpuri,13175/Shiranpuri,2012,Spring
2618,Scryed Alteration II: Quan,12223/Scryed-Alteration-II-Quan,2012,Spring
2619,"Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?",13821/Kamiusagi-Rope-tsuka-Natsuyasumi-Rasuichi-tte-Maji-ssuka,2012,Spring
2620,Hi no Tori: Kizuna-hen,158700/Hi-no-Tori-Kizunahen,2012,Spring
2621,Another: The Other - Inga,11701/Another-The-Other--Inga,2012,Spring
2622,High School DxD Specials,13357/High-School-DxD-Specials,2012,Spring
2623,Danshi Koukousei no Nichijou Specials,12893/Danshi-Koukousei-no-Nichijou-Specials,2012,Spring
2624,Uchuu Senkan Yamato 2199,12029/Uchuu-Senkan-Yamato-2199,2012,Spring
2625,Upotte!!,12317/Upotte,2012,Spring
2626,Maken-Ki! OVA,11209/MakenKi-OVA,2012,Spring
2627,Fate/Zero: Onegai! Einzbern Soudanshitsu,13263/FateZero-Onegai-Einzbern-Soudanshitsu,2012,Spring
2628,Shijou Saikyou no Deshi Kenichi OVA,11813/Shijou-Saikyou-no-Deshi-Kenichi-OVA,2012,Spring
2629,Kimi no Iru Machi: Tasogare Kousaten,11313/Kimi-no-Iru-Machi-Tasogare-Kousaten,2012,Spring
2630,Amagami SS+ Plus Specials,12669/Amagami-SS-Plus-Specials,2012,Spring
2631,Tight-rope,12695/Tightrope,2012,Spring
2632,Holy Knight,11005/Holy-Knight,2012,Spring
2633,Furiko,13629/Furiko,2012,Spring
2634,C³ Special,12505/C-Special,2012,Spring
2635,Ao no Exorcist (Movie) Special,13677/Ao-no-Exorcist-Movie-Special,2012,Spring
2636,Nagareboshi Lens,13833/Nagareboshi-Lens,2012,Spring
2637,Blood-C: Tokubetsu Henshuu Version,14117/BloodC-Tokubetsu-Henshuu-Version,2012,Spring
2638,Pocket Monsters Black 2 White 2: Introduction Special Movie,14123/Pocket-Monsters-Black-2-White-2-Introduction-Special-Movie,2012,Spring
2639,Tamayura: hitotose - Attakai Kaze no Omoide Nanode,11793/Tamayura-hitotose--Attakai-Kaze-no-Omoide-Nanode,2012,Spring
2640,Meitantei Conan: Excalibur no Kiseki,13839/Meitantei-Conan-Excalibur-no-Kiseki,2012,Spring
2641,Shin Tennis no Ouji-sama Specials,13245/Shin-Tennis-no-Oujisama-Specials,2012,Spring
2642,Meitantei Conan BONUS FILE: Fantasista no Hana,13837/Meitantei-Conan-BONUS-FILE-Fantasista-no-Hana,2012,Spring
2643,Koukyoushihen Eureka Seven: New Order,13731/Koukyoushihen-Eureka-Seven-New-Order,2012,Spring
2644,Ai Mai! Moe Can Change!,12501/Ai-Mai-Moe-Can-Change,2012,Spring
2645,Blood-C: None-None Gekijou,14077/BloodC-NoneNone-Gekijou,2012,Spring
2646,Acchi Kocchi Youchien,18531/Acchi-Kocchi-Youchien,2012,Spring
2647,Koi-ken!: Watashitachi Anime ni Nacchatta!,12237/Koiken-Watashitachi-Anime-ni-Nacchatta,2012,Spring
2648,Rinne no Lagrange Specials,14583/Rinne-no-Lagrange-Specials,2012,Spring
2649,PINKY,16604/PINKY,2012,Spring
2650,Lupin III: Lupin Ikka Seizoroi,13247/Lupin-III-Lupin-Ikka-Seizoroi,2012,Spring
2651,C.L.A.Y.,16606/CLAY,2012,Spring
2652,Lupin 8-sei,13249/Lupin-8sei,2012,Spring
2653,Uchuu Kyoudai: Apo's Dream,20561/Uchuu-Kyoudai-Apos-Dream,2012,Spring
2654,Shake-chan,21654/Shakechan,2012,Spring
2655,PES: Peace Eco Smile,13427/PES-Peace-Eco-Smile,2012,Spring
2656,Thermae Romae Specials,12727/Thermae-Romae-Specials,2012,Spring
2657,Nekogami Yaoyorozu: Ohanami Ghostbusters,10936/Nekogami-Yaoyorozu-Ohanami-Ghostbusters,2012,Spring
2658,Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,13835/Marimo-no-Hana-Saikyou-Butouha-Shougakusei-Densetsu,2012,Spring
2659,Owari no Chronicle,13669/Owari-no-Chronicle,2012,Spring
2660,The Four Seasons,13563/The-Four-Seasons,2012,Spring
2661,Sacred Seven: Shirogane no Tsubasa Picture Drama,13927/Sacred-Seven-Shirogane-no-Tsubasa-Picture-Drama,2012,Spring
2662,Tokyo Disney Resort: Yume ga Kanau Basho,13495/Tokyo-Disney-Resort-Yume-ga-Kanau-Basho,2012,Spring
2663,Thermae Romae: Kodai Romajin ga Uchuu e,13983/Thermae-Romae-Kodai-Romajin-ga-Uchuu-e,2012,Spring
2664,Kamen Rider Fourze X Crayon Shin-chan,14095/Kamen-Rider-Fourze-X-Crayon-Shinchan,2012,Spring
2665,Thermae Romae: Thermae Romae x TOTO Collaboration,18003/Thermae-Romae-Thermae-Romae-x-TOTO-Collaboration,2012,Spring
2666,PistStar☆,13359/PistStar,2012,Spring
2667,himitsukesshatakanotsume.jp,13433/himitsukesshatakanotsumejp,2012,Spring
2668,Peeping Life: World History,17237/Peeping-Life-World-History,2012,Spring
2669,Taka no Tsume NEO Announcement Movie,13435/Taka-no-Tsume-NEO-Announcement-Movie,2012,Spring
2670,Neko no Sumu Shima,13497/Neko-no-Sumu-Shima,2012,Spring
2671,Shinken Seminar Koukou Kouza,130743/Shinken-Seminar-Koukou-Kouza,2012,Spring
2672,Kamiusagi Rope x Panasonic Collaboration,13827/Kamiusagi-Rope-x-Panasonic-Collaboration,2012,Spring
2673,Kamiusagi Rope Movie Episode 0,13823/Kamiusagi-Rope-Movie-Episode-0,2012,Spring
2674,Kamiusagi Rope x AU Collaboration,13825/Kamiusagi-Rope-x-AU-Collaboration,2012,Spring
2675,Ponta to Ensoku,13103/Ponta-to-Ensoku,2012,Spring
2676,Yama ni Kagayaku: Guide-ken Heiji Gou,20205/Yama-ni-Kagayaku-Guideken-Heiji-Gou,2012,Spring
2677,Stitch to Suna no Wakusei,147814/Stitch-to-Suna-no-Wakusei,2012,Spring
2678,Sword Art Online,11757/Sword-Art-Online,2012,Summer
2679,Kokoro Connect,11887/Kokoro-Connect,2012,Summer
2680,"Dakara Boku wa, H ga Dekinai.",12549/Dakara-Boku-wa-H-ga-Dekinai,2012,Summer
2681,Hagure Yuusha no Estetica,13161/Hagure-Yuusha-no-Estetica,2012,Summer
2682,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,12293/Campione-Matsurowanu-Kamigami-to-Kamigoroshi-no-Maou,2012,Summer
2683,Oda Nobuna no Yabou,11933/Oda-Nobuna-no-Yabou,2012,Summer
2684,Jinrui wa Suitai Shimashita,10357/Jinrui-wa-Suitai-Shimashita,2012,Summer
2685,Joshiraku,12679/Joshiraku,2012,Summer
2686,Koi to Senkyo to Chocolate,12175/Koi-to-Senkyo-to-Chocolate,2012,Summer
2687,Binbougami ga!,13535/Binbougami-ga,2012,Summer
2688,Yuru Yuri♪♪,12403/Yuru-Yuri,2012,Summer
2689,"Kono Naka ni Hitori, Imouto ga Iru!",13367/Kono-Naka-ni-Hitori-Imouto-ga-Iru,2012,Summer
2690,TARI TARI,13333/TARI-TARI,2012,Summer
2691,Kingdom,12031/Kingdom,2012,Summer
2692,Arcana Famiglia: La Storia Della Arcana Famiglia,12967/Arcana-Famiglia-La-Storia-Della-Arcana-Famiglia,2012,Summer
2693,Dog Days',11783/Dog-Days,2012,Summer
2694,Natsuyuki Rendezvous,13585/Natsuyuki-Rendezvous,2012,Summer
2695,Muv-Luv Alternative: Total Eclipse,11021/MuvLuv-Alternative-Total-Eclipse,2012,Summer
2696,Pocket Monsters Best Wishes! Season 2,14093/Pocket-Monsters-Best-Wishes-Season-2,2012,Summer
2697,Kyoukaisenjou no Horizon II,12487/Kyoukaisenjou-no-Horizon-II,2012,Summer
2698,Hakuouki Reimeiroku,13115/Hakuouki-Reimeiroku,2012,Summer
2699,Chouyaku Hyakuninisshu: Uta Koi.,13349/Chouyaku-Hyakuninisshu-Uta-Koi,2012,Summer
2700,Rinne no Lagrange Season 2,12281/Rinne-no-Lagrange-Season-2,2012,Summer
2701,Moyashimon Returns,13409/Moyashimon-Returns,2012,Summer
2702,Tanken Driland,14333/Tanken-Driland,2012,Summer
2703,Robin-kun to 100 nin no Otomodachi Season 2,15069/Robinkun-to-100-nin-no-Otomodachi-Season-2,2012,Summer
2704,Chitose Get You!!,14277/Chitose-Get-You,2012,Summer
2705,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,14563/Maji-de-Otaku-na-English-Ribbonchan-Eigo-de-Tatakau-Mahou-Shoujo,2012,Summer
2706,Yurumates 3D Plus,14693/Yurumates-3D-Plus,2012,Summer
2707,,12189/Hyouka,2012,Summer
2708,,11771/Kuroko-no-Basket,2012,Summer
2709,,11759/Accel-World,2012,Summer
2710,,12431/Uchuu-Kyoudai,2012,Summer
2711,,12815/Shirokuma-Cafe,2012,Summer
2712,,12979/NARUTO-SD-Rock-Lee-no-Seishun-FullPower-Ninden,2012,Summer
2713,,12471/Eureka-Seven-AO,2012,Summer
2714,,13261/Inazuma-Eleven-Go-Chrono-Stone,2012,Summer
2715,,12929/Saint-Seiya-Omega,2012,Summer
2716,,12753/Phi-Brain-Kami-no-Puzzle-2nd-Season,2012,Summer
2717,,12611/Sengoku-Collection,2012,Summer
2718,,12875/Ginga-e-Kickoff,2012,Summer
2719,,13145/Cardfight-Vanguard-Asia-Circuithen,2012,Summer
2720,,13231/Metal-Fight-Beyblade-Zero-G,2012,Summer
2721,,13141/Shiba-Inukosan,2012,Summer
2722,,12863/Pretty-Rhythm-Dear-My-Future,2012,Summer
2723,,13159/Kuromajosan-ga-Tooru,2012,Summer
2724,,13163/Furusato-Saisei-Nippon-no-Mukashi-Banashi,2012,Summer
2725,,13139/Gakkatsu,2012,Summer
2726,,12963/Jewelpet-KiraDeco,2012,Summer
2727,,18845/Ninja-Hattorikun-2012,2012,Summer
2728,,13143/Baku-Tech-Bakugan,2012,Summer
2729,,7867/Gon,2012,Summer
2730,,13029/Arashi-no-Yoru-ni-Himitsu-no-Tomodachi,2012,Summer
2731,,21021/Duel-Masters-Victory-V,2012,Summer
2732,,13431/Himitsukessha-Taka-no-Tsume-NEO,2012,Summer
2733,,13165/Paboo--Mojies,2012,Summer
2734,,13455/Zumomo-to-Nupepe,2012,Summer
2735,,13459/Ribbonchan,2012,Summer
2736,ROAD TO NINJA: NARUTO THE MOVIE,13667/ROAD-TO-NINJA-NARUTO-THE-MOVIE,2012,Summer
2737,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,12113/Berserk-Ougon-Jidaihen-II--Doldrey-Kouryaku,2012,Summer
2738,FAIRY TAIL Movie: Houou no Miko,12049/FAIRY-TAIL-Movie-Houou-no-Miko,2012,Summer
2739,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,8888/Code-Geass-Boukoku-no-Akito-1--Yokuryuu-wa-Maiorita,2012,Summer
2740,Pocket Monsters Best Wishes!: Kyurem vs. Seikenshi,12671/Pocket-Monsters-Best-Wishes-Kyurem-vs-Seikenshi,2012,Summer
2741,Gintama: Yorinuki Gintama-san on Theater 2D,20760/Gintama-Yorinuki-Gintamasan-on-Theater-2D,2012,Summer
2742,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,10153/Mahou-Shoujo-Lyrical-Nanoha-The-Movie-2nd-As,2012,Summer
2743,Toshokan Sensou: Kakumei no Tsubasa,11001/Toshokan-Sensou-Kakumei-no-Tsubasa,2012,Summer
2744,Persona 4 the Animation: the Factor of Hope,14267/Persona-4-the-Animation-the-Factor-of-Hope,2012,Summer
2745,Guskou Budori no Denki (2012),13215/Guskou-Budori-no-Denki-2012,2012,Summer
2746,Planetarium Uchuu Kyoudai: Itten no Hikari,17573/Planetarium-Uchuu-Kyoudai-Itten-no-Hikari,2012,Summer
2747,Starship Troopers: Invasion,14629/Starship-Troopers-Invasion,2012,Summer
2748,Jewelpet Movie: Sweets Dance Princess,12965/Jewelpet-Movie-Sweets-Dance-Princess,2012,Summer
2749,Houkago Midnighters,13935/Houkago-Midnighters,2012,Summer
2750,Onegai My Melody: Yuu & Ai,14947/Onegai-My-Melody-Yuu--Ai,2012,Summer
2751,Himeyuri,20491/Himeyuri,2012,Summer
2752,Sore Ike! Anpanman: Yomigaere Bananajima,14381/Sore-Ike-Anpanman-Yomigaere-Bananajima,2012,Summer
2753,Sore Ike! Anpanman: Rhythm de Teasobi - Anpanman to Fushigi na Parasol,121823/Sore-Ike-Anpanman-Rhythm-de-Teasobi--Anpanman-to-Fushigi-na-Parasol,2012,Summer
2754,High School DxD OVA,12729/High-School-DxD-OVA,2012,Summer
2755,Hyouka: Motsubeki Mono wa,13469/Hyouka-Motsubeki-Mono-wa,2012,Summer
2756,Hori-san to Miyamura-kun: Shingakki,14753/Horisan-to-Miyamurakun-Shingakki,2012,Summer
2757,Corpse Party: Missing Footage,13807/Corpse-Party-Missing-Footage,2012,Summer
2758,Uchuu Senkan Yamato 2199,12029/Uchuu-Senkan-Yamato-2199,2012,Summer
2759,To LOVE-Ru Darkness OVA,13851/To-LOVERu-Darkness-OVA,2012,Summer
2760,Sankarea (OVA),13055/Sankarea-OVA,2012,Summer
2761,GUILTY CROWN: Lost Christmas,13411/GUILTY-CROWN-Lost-Christmas,2012,Summer
2762,Code Geass: Nunnally in Wonderland,12685/Code-Geass-Nunnally-in-Wonderland,2012,Summer
2763,ONE PIECE: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,15323/ONE-PIECE-Episode-of-Nami--Koukaishi-no-Namida-to-Nakama-no-Kizuna,2012,Summer
2764,Kuroko no Basket NG-shuu,15487/Kuroko-no-Basket-NGshuu,2012,Summer
2765,Asa Made Jugyou chu!,12581/Asa-Made-Jugyou-chu,2012,Summer
2766,Kyou no Asuka Show,15005/Kyou-no-Asuka-Show,2012,Summer
2767,Persona 4 the Animation: No One is Alone,13587/Persona-4-the-Animation-No-One-is-Alone,2012,Summer
2768,Carnival Phantasm: HibiChika Special,15927/Carnival-Phantasm-HibiChika-Special,2012,Summer
2769,Nazo no Kanojo X: Nazo no Natsu Matsuri,13093/Nazo-no-Kanojo-X-Nazo-no-Natsu-Matsuri,2012,Summer
2770,Papa no Iukoto wo Kikinasai!: Pokkapoka,12673/Papa-no-Iukoto-wo-Kikinasai-Pokkapoka,2012,Summer
2771,Kyousougiga (2012),15359/Kyousougiga-2012,2012,Summer
2772,The Idolm@ster: 765 Pro to Iu Monogatari,11889/The-Idolmster-765-Pro-to-Iu-Monogatari,2012,Summer
2773,Accel World: Acchel World.,13859/Accel-World-Acchel-World,2012,Summer
2774,Shinryaku!! Ika Musume OVA,13267/Shinryaku-Ika-Musume-OVA,2012,Summer
2775,Nogizaka Haruka no Himitsu: Finale♪,10928/Nogizaka-Haruka-no-Himitsu-Finale,2012,Summer
2776,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,14073/Ebiten-Kouritsu-Ebisugawa-Koukou-Tenmonbu,2012,Summer
2777,one off,13283/one-off,2012,Summer
2778,Dantalian no Shoka: Ibarahime,12879/Dantalian-no-Shoka-Ibarahime,2012,Summer
2779,Zettai Junpaku: Mahou Shoujo,16656/Zettai-Junpaku-Mahou-Shoujo,2012,Summer
2780,Otome wa Boku ni Koishiteru: Futari no Elder,9988/Otome-wa-Boku-ni-Koishiteru-Futari-no-Elder,2012,Summer
2781,Gokicha!! Cockroach Girl!,10258/Gokicha-Cockroach-Girl,2012,Summer
2782,Recorder to Randoseru,14627/Recorder-to-Randoseru,2012,Summer
2783,Queen's Blade Rebellion vs. Hagure Yuusha no Estetica,14663/Queens-Blade-Rebellion-vs-Hagure-Yuusha-no-Estetica,2012,Summer
2784,Rinne no Lagrange: Kamogawa Days,13727/Rinne-no-Lagrange-Kamogawa-Days,2012,Summer
2785,Meloetta no Kirakira Recital,13799/Meloetta-no-Kirakira-Recital,2012,Summer
2786,Queen's Blade: Rebellion Specials,13855/Queens-Blade-Rebellion-Specials,2012,Summer
2787,Natsuiro Kiseki: 15-kaime no Natsuyasumi,15431/Natsuiro-Kiseki-15kaime-no-Natsuyasumi,2012,Summer
2788,Tantei Opera Milky Holmes: Alternative,14647/Tantei-Opera-Milky-Holmes-Alternative,2012,Summer
2789,Mahou Tsukai Nara Miso wo Kue!,14479/Mahou-Tsukai-Nara-Miso-wo-Kue,2012,Summer
2790,Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,14317/Computer-Kakumei-Saikyou-x-Saisoku-no-Zunou-Tanjou,2012,Summer
2791,.hack//Versus: The Thanatos Report,15219/hackVersus-The-Thanatos-Report,2012,Summer
2792,Tabisuru Nuigurumi: Traveling Daru,15077/Tabisuru-Nuigurumi-Traveling-Daru,2012,Summer
2793,Utae Meloetta: Rinka no Mi wo Sagase!,14935/Utae-Meloetta-Rinka-no-Mi-wo-Sagase,2012,Summer
2794,Beelzebub: Kaiketsu!! Beel-bo Meitantei Suiri,16532/Beelzebub-Kaiketsu-Beelbo-Meitantei-Suiri,2012,Summer
2795,Yurumates (2012),14949/Yurumates-2012,2012,Summer
2796,Shining Hearts: Shiawase no Pan Specials,15505/Shining-Hearts-Shiawase-no-Pan-Specials,2012,Summer
2797,Shining Hearts: Shiawase no Pan - Kokoro ga Todoita Picture Drama,15769/Shining-Hearts-Shiawase-no-Pan--Kokoro-ga-Todoita-Picture-Drama,2012,Summer
2798,Ginga e Kickoff!!: Natsuyasumi Special,15993/Ginga-e-Kickoff-Natsuyasumi-Special,2012,Summer
2799,himitsukesshatakanotsume.jp,13433/himitsukesshatakanotsumejp,2012,Summer
2800,Nazotoki-hime wa Meitantei♥,15211/Nazotokihime-wa-Meitantei,2012,Summer
2801,Cinnamon no Parade,14537/Cinnamon-no-Parade,2012,Summer
2802,Katayoku no Khronos Gear,14039/Katayoku-no-Khronos-Gear,2012,Summer
2803,Dangerous Jii-san Ja,14631/Dangerous-Jiisan-Ja,2012,Summer
2804,JoJo no Kimyou na Bouken (TV),14719/JoJo-no-Kimyou-na-Bouken-TV,2012,Fall
2805,PSYCHO-PASS,13601/PSYCHOPASS,2012,Fall
2806,Chuunibyou demo Koi ga Shitai!,14741/Chuunibyou-demo-Koi-ga-Shitai,2012,Fall
2807,Sakurasou no Pet na Kanojo,13759/Sakurasou-no-Pet-na-Kanojo,2012,Fall
2808,Tonari no Kaibutsu-kun,14227/Tonari-no-Kaibutsukun,2012,Fall
2809,Magi: The labyrinth of magic,14513/Magi-The-labyrinth-of-magic,2012,Fall
2810,Shinsekai yori,13125/Shinsekai-yori,2012,Fall
2811,K,14467/K,2012,Fall
2812,BTOOOM!,14345/BTOOOM,2012,Fall
2813,Nekomonogatari (Kuro),15689/Nekomonogatari-Kuro,2012,Fall
2814,Sukitte Ii na yo.,14289/Sukitte-Ii-na-yo,2012,Fall
2815,Kamisama Hajimemashita,14713/Kamisama-Hajimemashita,2012,Fall
2816,Zetsuen no Tempest,14075/Zetsuen-no-Tempest,2012,Fall
2817,Gintama': Enchousen,15417/Gintama-Enchousen,2012,Fall
2818,Girls und Panzer,14131/Girls-und-Panzer,2012,Fall
2819,To LOVE-Ru Darkness,13663/To-LOVERu-Darkness,2012,Fall
2820,Little Busters!,13655/Little-Busters,2012,Fall
2821,Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne!,14199/Oniichan-Dakedo-Ai-Sae-Areba-Kankeinai-yo-ne,2012,Fall
2822,CØDE:BREAKER,11703/CDEBREAKER,2012,Fall
2823,Bakuman. 3,12365/Bakuman-3,2012,Fall
