Unnamed: 0,Title,Link,Year,Season,Format,Episodes,EpisodeDuration,Status,Popularity,MeanScore,Favorites,Studios,Source,Genre,Completed,Planning,Current,Dropped
5990,5990,ONE PIECE STAMPEDE,105143/ONE-PIECE-STAMPEDE,2019,Summer,Movie,1,NaN,Finished,34634,81%,860,Toei Animation,Manga,"Action,Adventure,Comedy,Drama,Fantasy",28031,5768,644,106
5991,5991,Ni no Kuni,107727/Ni-no-Kuni,2019,Summer,Movie,1,NaN,Finished,16352,63%,135,OLM,Video Game,"Action,Adventure,Fantasy,Romance",10039,5756,293,155
5992,5992,Free!: Road to the World - Yume,107202/Free-Road-to-the-World--Yume,2019,Summer,Movie,1,NaN,Finished,8422,78%,84,Kyoto Animation,Original,"Comedy,Drama,Slice of Life,Sports",4416,3693,145,101
5993,5993,Pocket Monsters: Mewtwo no Gyakushuu Evolution,106287/Pocket-Monsters-Mewtwo-no-Gyakushuu-Evolution,2019,Summer,Movie,1,NaN,Finished,6355,60%,52,OLM,Video Game,"Adventure,Comedy,Drama,Fantasy,Sci-Fi",4935,1246,72,66
5994,5994,Dragon Quest: Your Story,107905/Dragon-Quest-Your-Story,2019,Summer,Movie,1,NaN,Finished,3997,66%,49,Shirogumi,Video Game,"Adventure,Comedy,Fantasy",2965,912,51,45
5995,5995,BanG Dream! FILM LIVE,108735/BanG-Dream-FILM-LIVE,2019,Summer,Movie,1,NaN,Finished,3724,75%,67,SANZIGEN,Multimedia Project,Music,1914,1555,154,58
5996,5996,"Annyeong, Tyrano: Yeong-wonhi, Hamkke",111015/Annyeong-Tyrano-Yeongwonhi-Hamkke,2019,Summer,Movie (South Korean),1,NaN,Finished,308,62%,3,Tezuka Productions,Picture Book,Adventure,242,34,13,11
5997,5997,Tensei Shitara Slime Datta Ken OVA,106509/Tensei-Shitara-Slime-Datta-Ken-OVA,2019,Summer,OVA,5,24 mins,Finished,51646,74%,607,8-bit,Manga,"Action,Adventure,Comedy,Ecchi,Fantasy",31961,12549,4328,2053
5998,5998,Mob Psycho 100: Daiikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,109819/Mob-Psycho-100-Daiikkai-Rei-toka-Soudansho-Ian-Ryokou--Kokoro-Mitasu-Iyashi-no-Tabi,2019,Summer,OVA,1,24 mins,Finished,29088,76%,251,bones,Original,"Action,Comedy,Supernatural",22481,6103,355,106
5999,5999,Kengan Ashura,100891/Kengan-Ashura,2019,Summer,ONA,12,25 mins,Finished,28926,72%,587,Larx Entertainment,Manga,"Action,Sports",17047,9407,1241,764
6000,6000,Fate/Grand Order: Zettai Majuu Sensen Babylonia - Initium Iter,110851/FateGrand-Order-Zettai-Majuu-Sensen-Babylonia--Initium-Iter,2019,Summer,Special,1,27 mins,Finished,18645,70%,131,CloverWorks,Video Game,"Action,Fantasy,Supernatural",14503,3712,296,72
6001,6001,Totsukuni no Shoujo,108354/Totsukuni-no-Shoujo,2019,Summer,OVA,1,10 mins,Finished,17676,75%,283,Wit Studio,Manga,"Fantasy,Mystery",8667,8592,304,78
6002,6002,Shingeki no Kyojin: Chimi Kyara Gekijou - Rivai-han Part 2,120257/Shingeki-no-Kyojin-Chimi-Kyara-Gekijou--Rivaihan-Part-2,2019,Summer,Special,3,2 mins,Finished,10200,80%,137,Wit Studio,Manga,"Comedy,Fantasy",6287,3485,270,86
6003,6003,Miru Tights: Cosplay Satsuei Tights,110738/Miru-Tights-Cosplay-Satsuei-Tights,2019,Summer,OVA,1,4 mins,Finished,9342,63%,84,Yokohama Animation Lab,Original,"Ecchi,Slice of Life",6923,2198,137,44
6004,6004,Cannon Busters,111131/Cannon-Busters,2019,Summer,ONA,12,24 mins,Finished,9190,63%,92,Satelight,Comic,"Action,Adventure,Fantasy,Mecha,Sci-Fi",4886,2884,671,408
6005,6005,Another World,111733/Another-World,2019,Summer,ONA,3,10 mins,Finished,8839,69%,93,NaN,Original,Sci-Fi,4892,3545,228,90
6006,6006,Ani ni Tsukeru Kusuri wa Nai! 3,110088/Ani-ni-Tsukeru-Kusuri-wa-Nai-3,2019,Summer,ONA,12,4 mins,Finished,7981,75%,95,Fanworks,Manga,"Comedy,Slice of Life",5386,2175,264,87
6007,6007,Gochuumon wa Usagi desu ka?? Sing For You,104199/Gochuumon-wa-Usagi-desu-ka-Sing-For-You,2019,Summer,OVA,1,25 mins,Finished,7111,77%,102,production doA,Manga,"Comedy,Slice of Life",4206,2596,200,66
6008,6008,Valkyrie no Shokutaku,110287/Valkyrie-no-Shokutaku,2019,Summer,ONA,10,5 mins,Finished,4560,67%,95,Thundray,Manga,"Comedy,Slice of Life",2135,1909,270,136
6009,6009,Mugyutto! Black Clover,110318/Mugyutto-Black-Clover,2019,Summer,ONA,8,8 mins,Finished,4334,61%,39,DLE,Manga,"Comedy,Fantasy",2447,1437,215,127
6010,6010,Saint Seiya: Knights of the Zodiac,102427/Saint-Seiya-Knights-of-the-Zodiac,2019,Summer,ONA,6,23 mins,Finished,3582,46%,17,Toei Animation,Manga,"Adventure,Fantasy,Sci-Fi",1820,1174,320,171
6011,6011,Choujigen Game Neptune THE ANIMATION: Nepu no Natsuyasumi,108758/Choujigen-Game-Neptune-THE-ANIMATION-Nepu-no-Natsuyasumi,2019,Summer,OVA,1,26 mins,Finished,3525,69%,29,Okuruto Noboru,Video Game,"Action,Comedy,Fantasy,Sci-Fi,Supernatural",1696,1497,217,85
6012,6012,Gintama: Monster Strike-hen,111952/Gintama-Monster-Strikehen,2019,Summer,ONA,2,11 mins,Finished,2848,71%,18,Bandai Namco Pictures,Manga,"Action,Comedy,Fantasy",1453,1228,84,44
6013,6013,HERO MASK part II,110686/HERO-MASK-part-II,2019,Summer,ONA,9,24 mins,Finished,2603,63%,15,Studio Pierrot,Original,"Action,Mystery,Sci-Fi",1359,1030,88,78
6014,6014,Zenonzard: THE ANIMATION - Episode 0,112034/Zenonzard-THE-ANIMATION--Episode-0,2019,Summer,ONA,1,27 mins,Finished,2396,64%,26,8-bit,Video Game,"Action,Drama,Sci-Fi",1130,1119,86,33
6015,6015,Mayonaka no Occult Koumuin OVA,110173/Mayonaka-no-Occult-Koumuin-OVA,2019,Summer,OVA,3,27 mins,Finished,2045,68%,17,LIDENFILMS,Manga,"Fantasy,Supernatural",1060,859,69,30
6016,6016,Majimoji Rurumo: Kanketsu-hen,104291/Majimoji-Rurumo-Kanketsuhen,2019,Summer,OVA,2,28 mins,Finished,2022,72%,32,J.C. Staff,Manga,"Comedy,Ecchi,Fantasy,Romance",1201,723,46,27
6017,6017,Car & Tue,110359/Car--Tue,2019,Summer,ONA,8,1 mins,Finished,1948,56%,8,bones,Original,Comedy,930,859,60,58
6018,6018,Beyblade Burst Gachi,108853/Beyblade-Burst-Gachi,2019,Summer,ONA,52,15 mins,Finished,1822,60%,34,OLM,Manga,"Action,Adventure,Sci-Fi,Sports",1003,480,158,124
6019,6019,Shoujo☆Conto All Starlight,109153/ShoujoConto-All-Starlight,2019,Summer,ONA,26,3 mins,Finished,1594,61%,10,Kinema Citrus,Original,"Comedy,Music,Slice of Life",676,586,164,96
6020,6020,Machikado Mazoku Mini,113302/Machikado-Mazoku-Mini,2019,Summer,Special,36,1 mins,Finished,1581,59%,15,AQUA ARIS,Manga,"Comedy,Fantasy,Mahou Shoujo,Slice of Life",992,448,84,29
6021,6021,Digimon Survive: Prologue Movie,110734/Digimon-Survive-Prologue-Movie,2019,Summer,ONA,1,3 mins,Finished,1266,62%,4,NaN,Video Game,"Adventure,Fantasy",719,474,34,27
6022,6022,SOUND & FURY,111932/SOUND--FURY,2019,Summer,,,,,,,,,,,,,,
6023,6023,Hoozuki no Reitetsu 2 OVA,111931/Hoozuki-no-Reitetsu-2-OVA,2019,Summer,OVA,3,26 mins,Finished,1040,71%,5,PINE JAM,Manga,"Comedy,Supernatural",629,283,66,44
6024,6024,Pocari Sweat web movie: Hataraku Saibou Dai 11.5-wa Necchuushou - Moshimo Pocari Sweat ga Attara,138675/Pocari-Sweat-web-movie-Hataraku-Saibou-Dai-115wa-Necchuushou--Moshimo-Pocari-Sweat-ga-Attara,2019,Summer,ONA,1,11 mins,Finished,991,63%,1,David Production,Original,Comedy,585,359,22,13
6025,6025,Jurassic!,110642/Jurassic,2019,Summer,Special,1,1 mins,Finished,797,59%,6,Toei Animation,Picture Book,Fantasy,548,224,13,9
6026,6026,"Maou-sama, Petit Retry!",124138/Maousama-Petit-Retry,2019,Summer,ONA,23,1 mins,Finished,753,55%,3,AQUA ARIS,Light Novel,Comedy,344,312,49,30
6027,6027,Boku no Hero Academia 4,104276/Boku-no-Hero-Academia-4,2019,Fall,TV,25,24 mins,Finished,347846,79%,7643,bones,Manga,"Action,Adventure,Comedy,Sci-Fi",270269,36113,27564,7629
6028,6028,BEASTARS,107660/BEASTARS,2019,Fall,TV,12,23 mins,Finished,169563,77%,5295,Orange,Manga,"Drama,Mystery,Psychological,Romance,Slice of Life",123789,29100,7434,5170
6029,6029,Sword Art Online: Alicization - War of Underworld,108759/Sword-Art-Online-Alicization--War-of-Underworld,2019,Fall,TV,12,24 mins,Finished,137526,75%,3058,A-1 Pictures,Light Novel,"Action,Adventure,Fantasy",106517,20803,6717,1753
6030,6030,Nanatsu no Taizai: Kamigami no Gekirin,108928/Nanatsu-no-Taizai-Kamigami-no-Gekirin,2019,Fall,TV,24,24 mins,Finished,134425,62%,1544,Studio DEEN,Manga,"Action,Adventure,Comedy,Ecchi,Fantasy,Supernatural",90894,19885,11042,8768
6031,6031,Shokugeki no Souma: Shin no Sara,109963/Shokugeki-no-Souma-Shin-no-Sara,2019,Fall,TV,12,24 mins,Finished,117328,76%,1903,J.C. Staff,Manga,"Comedy,Ecchi",88220,19657,5641,2018
6032,6032,Shinchou Yuusha: Kono Yuusha ga Ore TUEEE Kuse ni Shinchou Sugiru,105156/Shinchou-Yuusha-Kono-Yuusha-ga-Ore-TUEEE-Kuse-ni-Shinchou-Sugiru,2019,Fall,TV,12,24 mins,Finished,116963,73%,2478,White Fox,Light Novel,"Action,Adventure,Comedy,Fantasy",82406,21175,6610,4223
6033,6033,Ore wo Suki nano wa Omae dake ka yo,104464/Ore-wo-Suki-nano-wa-Omae-dake-ka-yo,2019,Fall,TV,12,24 mins,Finished,88116,71%,1841,CONNECT,Light Novel,"Comedy,Drama,Ecchi,Romance,Slice of Life",55360,21859,5278,3697
6034,6034,Mairimashita! Iruma-kun,107693/Mairimashita-Irumakun,2019,Fall,TV,23,25 mins,Finished,87911,77%,3105,Bandai Namco Pictures,Manga,"Comedy,Fantasy",53175,21035,7575,3072
6035,6035,Assassins Pride,104722/Assassins-Pride,2019,Fall,TV,12,24 mins,Finished,74037,57%,935,EMT Squared,Light Novel,"Action,Comedy,Drama,Fantasy,Mystery,Romance",41499,16638,8738,4962
6036,6036,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,108268/Honzuki-no-Gekokujou-Shisho-ni-Naru-Tame-ni-wa-Shudan-wo-Erandeiraremasen,2019,Fall,TV,14,24 mins,Finished,58666,78%,1841,Ajiado,Light Novel,"Fantasy,Slice of Life",36140,16639,2837,1738
6037,6037,Hoshiai no Sora,104052/Hoshiai-no-Sora,2019,Fall,TV,12,24 mins,Finished,57334,76%,1765,8-bit,Original,"Drama,Slice of Life,Sports",26633,24600,2938,1599
6038,6038,Bokutachi wa Benkyou ga Dekinai!,110229/Bokutachi-wa-Benkyou-ga-Dekinai,2019,Fall,TV,13,24 mins,Finished,55452,72%,883,Studio Silver,Manga,"Comedy,Ecchi,Romance,Slice of Life",39485,10976,2794,1136
6039,6039,Fate/Grand Order: Zettai Majuu Sensen Babylonia,103275/FateGrand-Order-Zettai-Majuu-Sensen-Babylonia,2019,Fall,TV,21,24 mins,Finished,54161,78%,1526,CloverWorks,Video Game,"Action,Adventure,Fantasy,Supernatural",29122,15380,5170,2412
6040,6040,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,108388/Choujin-Koukouseitachi-wa-Isekai-demo-Yoyuu-de-Ikinuku-you-desu,2019,Fall,TV,12,24 mins,Finished,51283,61%,721,project No.9,Light Novel,"Action,Adventure,Drama,Ecchi,Fantasy",32049,10549,4070,3372
6041,6041,PSYCHO-PASS 3,108307/PSYCHOPASS-3,2019,Fall,TV,8,45 mins,Finished,49572,73%,466,Production I.G,Original,"Action,Psychological,Sci-Fi,Thriller",24401,19671,2777,1588
6042,6042,Ahiru no Sora,101239/Ahiru-no-Sora,2019,Fall,TV,50,24 mins,Finished,42691,70%,701,diomedéa,Manga,"Drama,Sports",15175,11221,7565,4908
6043,6043,No Guns Life,108478/No-Guns-Life,2019,Fall,TV,12,24 mins,Finished,42045,65%,353,MADHOUSE,Manga,"Action,Drama,Sci-Fi",16614,14907,4902,3408
6044,6044,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",101227/Watashi-Nouryoku-wa-Heikinchi-de-tte-Itta-yo-ne,2019,Fall,TV,12,24 mins,Finished,40864,67%,604,project No.9,Light Novel,"Action,Adventure,Comedy,Fantasy",25492,9263,2599,2494
6045,6045,Azur Lane,104159/Azur-Lane,2019,Fall,TV,12,24 mins,Finished,38734,58%,678,Bibury Animation Studios,Video Game,"Action,Ecchi,Sci-Fi",14519,13623,4987,3615
6046,6046,Hataage! Kemono Michi,107339/Hataage-Kemono-Michi,2019,Fall,TV,12,24 mins,Finished,37794,64%,319,ENGI,Manga,"Comedy,Fantasy,Slice of Life",21267,8864,3655,2785
6047,6047,Babylon,101349/Babylon,2019,Fall,TV,12,23 mins,Finished,36074,65%,496,REVOROOT,Novel,"Drama,Mystery,Psychological,Thriller",15996,13368,2706,2413
6048,6048,Kono Oto Tomare! 2,108891/Kono-Oto-Tomare-2,2019,Fall,TV,13,24 mins,Finished,31937,83%,1130,Platinum Vision,Manga,"Drama,Music,Romance,Slice of Life",20520,9250,1274,569
6049,6049,Chihayafuru 3,101215/Chihayafuru-3,2019,Fall,TV,24,23 mins,Finished,29926,85%,1103,MADHOUSE,Manga,"Drama,Romance,Slice of Life,Sports",14952,11829,2003,816
6050,6050,Hi Score Girl II,108581/Hi-Score-Girl-II,2019,Fall,TV,9,24 mins,Finished,25507,78%,678,J.C. Staff,Manga,"Comedy,Drama,Romance",17618,6068,1006,482
6051,6051,Pocket Monsters (2019),112153/Pocket-Monsters-2019,2019,Fall,TV,136,24 mins,Finished,22221,73%,780,OLM,Video Game,"Adventure,Comedy,Fantasy",8474,5029,3252,3193
6052,6052,Radiant 2,108040/Radiant-2,2019,Fall,TV,21,24 mins,Finished,20974,74%,388,Lerche,Comic,"Action,Adventure,Comedy,Fantasy",11152,7067,1625,571
6053,6053,Val x Love,109321/Val-x-Love,2019,Fall,TV,12,24 mins,Finished,20587,54%,258,Hoods Entertainment,Manga,"Comedy,Ecchi,Romance,Supernatural",7998,7154,2936,1789
6054,6054,Kabukichou Sherlock,103638/Kabukichou-Sherlock,2019,Fall,TV,24,24 mins,Finished,19144,63%,173,Production I.G,Original,"Comedy,Drama,Mystery,Psychological",8205,5232,2997,1620
6055,6055,Houkago Saikoro Club,104115/Houkago-Saikoro-Club,2019,Fall,TV,12,24 mins,Finished,13855,64%,122,LIDENFILMS,Manga,"Comedy,Slice of Life",5889,4456,1836,1004
6056,6056,GRANBLUE FANTASY The Animation Season 2,107346/GRANBLUE-FANTASY-The-Animation-Season-2,2019,Fall,TV,12,24 mins,Finished,13383,66%,128,MAPPA,Video Game,"Adventure,Fantasy",5590,5531,1139,625
6057,6057,Chuubyou Gekihatsu Boy (TV),109089/Chuubyou-Gekihatsu-Boy-TV,2019,Fall,TV,11,24 mins,Finished,10944,63%,113,Studio DEEN,Other,"Comedy,Slice of Life",4121,4060,1511,773
6058,6058,Keishicho Tokumu-bu Tokushu Kyoaku-han Taisaku-Shitsu Dai-Nana-ka: Tokunana,108554/Keishicho-Tokumubu-Tokushu-Kyoakuhan-TaisakuShitsu-DaiNanaka-Tokunana,2019,Fall,TV,12,24 mins,Finished,10569,56%,60,Anima&Co.,Original,"Action,Drama,Mystery,Psychological",3647,3583,1978,860
6059,6059,Kandagawa JET GIRLS,110810/Kandagawa-JET-GIRLS,2019,Fall,TV,12,24 mins,Finished,10409,51%,105,TNK,Multimedia Project,"Ecchi,Sports",4158,3384,1581,881
6060,6060,Rifle Is Beautiful,104679/Rifle-Is-Beautiful,2019,Fall,TV,12,24 mins,Finished,10076,56%,56,Studio 3Hz,Manga,"Comedy,Slice of Life,Sports",4161,2988,1819,729
6061,6061,Fairy Gone 2,109562/Fairy-Gone-2,2019,Fall,TV,12,24 mins,Finished,9967,60%,78,P.A. Works,Original,"Action,Adventure,Drama,Fantasy,Supernatural",4442,4106,602,547
6062,6062,Africa no Salaryman (TV),110867/Africa-no-Salaryman-TV,2019,Fall,TV,12,24 mins,Finished,7053,58%,55,Hot Zipang,Manga,"Comedy,Slice of Life",2484,2261,1467,499
6063,6063,Stand My Heroes: PIECE OF TRUTH,104158/Stand-My-Heroes-PIECE-OF-TRUTH,2019,Fall,TV,12,24 mins,Finished,5936,49%,53,M.S.C,Video Game,"Action,Drama,Mystery,Psychological",2826,1615,872,396
6064,6064,Phantasy Star Online 2: Episode Oracle,108358/Phantasy-Star-Online-2-Episode-Oracle,2019,Fall,TV,25,24 mins,Finished,5384,60%,67,GONZO,Video Game,"Action,Sci-Fi",2396,1520,637,607
6065,6065,ACTORS: Songs Connection,105246/ACTORS-Songs-Connection,2019,Fall,TV,12,24 mins,Finished,4651,57%,45,Drive,Other,"Comedy,Music,Mystery,Slice of Life",1994,1555,582,321
6066,6066,Z/X: Code Reunion,100246/ZX-Code-Reunion,2019,Fall,TV,12,24 mins,Finished,3642,53%,36,Passione,Other,"Adventure,Fantasy,Sci-Fi",1748,970,481,318
6067,6067,Shin Chuuka Ichiban!,107666/Shin-Chuuka-Ichiban,2019,Fall,TV,12,24 mins,Finished,3080,60%,21,NAS,Manga,Comedy,1134,1030,513,264
6068,6068,Aikatsu on Parade!,111082/Aikatsu-on-Parade,2019,Fall,TV,25,24 mins,Finished,2183,69%,30,Bandai Namco Pictures,Original,"Music,Slice of Life",895,838,198,150
6069,6069,Zoids Wild Zero,110788/Zoids-Wild-Zero,2019,Fall,TV,50,24 mins,Finished,989,55%,13,OLM,Other,"Action,Adventure,Comedy,Mecha,Sci-Fi",643,128,119,66
6070,6070,Bananya: Fushigi na Nakamatachi,110881/Bananya-Fushigi-na-Nakamatachi,2019,Fall,TV Short,13,3 mins,Finished,4823,63%,41,Gathering,Other,"Comedy,Fantasy,Slice of Life",2974,1338,215,194
6071,6071,Tenka Hyakken: Meiji-kan e Youkoso!,111400/Tenka-Hyakken-Meijikan-e-Youkoso,2019,Fall,TV Short,12,3 mins,Finished,2433,45%,20,LIDENFILMS,Video Game,"Comedy,Fantasy,Slice of Life,Supernatural",1140,744,313,173
6072,6072,Urashimasakatasen no Nichijou,110811/Urashimasakatasen-no-Nichijou,2019,Fall,TV Short,12,4 mins,Finished,1716,55%,22,GAINAX Kyoto,Other,"Comedy,Slice of Life",969,338,269,98
6073,6073,SUPER SHIRO,107993/SUPER-SHIRO,2019,Fall,,,,,,,,,,,,,,
6074,6074,Kaijuu Step Wandabada,110089/Kaijuu-Step-Wandabada,2019,Fall,TV Short,26,5 mins,Finished,166,45%,2,Usagi.Ou,Other,Comedy,82,33,31,13
6075,6075,Taeko no Nichijou,111728/Taeko-no-Nichijou,2019,Fall,TV Short,26,5 mins,Finished,164,48%,NaN,DLE,Manga,"Comedy,Slice of Life",92,31,23,12
6076,6076,Eily wa Ou-sama!,131741/Eily-wa-Ousama,2019,Fall,TV Short,10,4 mins,Finished,118,42%,1,NaN,Original,Comedy,54,25,15,12
6077,6077,Egg Car,114234/Egg-Car,2019,Fall,TV Short,52,11 mins,Finished,97,51%,2,Children's Playground Creative,Original,"Adventure,Comedy,Fantasy",48,20,19,8
6078,6078,Mukashi Keiba Nashi,138953/Mukashi-Keiba-Nashi,2019,Fall,TV Short,4,5 mins,Finished,40,37%,NaN,NaN,Original,"Comedy,Fantasy,Sports",23,9,6,2
6079,6079,Dr. STONE,105333/Dr-STONE,2019,Fall,TV,24,24 mins,Finished,335289,82%,15609,TMS Entertainment,Manga,"Action,Adventure,Comedy,Sci-Fi",220163,64354,28141,11911
6080,6080,Enen no Shouboutai,105310/Enen-no-Shouboutai,2019,Fall,TV,24,24 mins,Finished,278457,76%,7845,David Production,Manga,"Action,Drama,Sci-Fi,Supernatural",161035,55690,29939,17179
6081,6081,VINLAND SAGA,101348/VINLAND-SAGA,2019,Fall,TV,24,24 mins,Finished,275099,87%,19959,Wit Studio,Manga,"Action,Adventure,Drama",161655,76511,23817,8800
6082,6082,Ensemble Stars!,21512/Ensemble-Stars,2019,Fall,TV,24,24 mins,Finished,15175,65%,329,David Production,Video Game,"Music,Slice of Life",7352,3736,1663,1340
6083,6083,Cardfight!! Vanguard: Shinemon-hen,111144/Cardfight-Vanguard-Shinemonhen,2019,Fall,TV,31,24 mins,Finished,1169,65%,13,OLM,Other,"Action,Adventure,Comedy",573,359,103,81
6084,6084,Odoru Mowai-kun,110317/Odoru-Mowaikun,2019,Fall,TV Short,26,2 mins,Finished,416,49%,5,Monster's Egg,Original,Comedy,162,146,51,45
6085,6085,Boku no Hero Academia THE MOVIE: Heroes:Rising,108553/Boku-no-Hero-Academia-THE-MOVIE-HeroesRising,2019,Fall,Movie,1,NaN,Finished,115481,79%,2284,bones,Manga,"Action,Sci-Fi",91839,21350,1747,324
6086,6086,Saenai Heroine no Sodatekata Fine,100675/Saenai-Heroine-no-Sodatekata-Fine,2019,Fall,Movie,1,NaN,Finished,37281,83%,1440,CloverWorks,Light Novel,"Comedy,Romance,Slice of Life",18762,17118,992,290
6087,6087,Sora no Aosa wo Shiru Hito yo,108577/Sora-no-Aosa-wo-Shiru-Hito-yo,2019,Fall,Movie,1,NaN,Finished,28380,73%,394,CloverWorks,Original,"Drama,Music,Romance,Slice of Life,Supernatural",15940,11476,601,220
6088,6088,BLACKFOX,101317/BLACKFOX,2019,Fall,Movie,1,NaN,Finished,23243,64%,224,Studio 3Hz,Original,"Action,Sci-Fi",12211,10136,519,204
6089,6089,Fragtime,108487/Fragtime,2019,Fall,Movie,1,NaN,Finished,13730,64%,152,Tear-Studio,Manga,"Romance,Slice of Life,Supernatural",6838,6433,255,109
6090,6090,Lupin III: THE FIRST,110413/Lupin-III-THE-FIRST,2019,Fall,Movie,1,NaN,Finished,8951,77%,234,TMS Entertainment,Manga,"Action,Adventure,Mystery",5778,2954,139,40
6091,6091,Bokura no Nanokakan Sensou,101610/Bokura-no-Nanokakan-Sensou,2019,Fall,Movie,1,NaN,Finished,7843,64%,72,Ajiado,Novel,"Action,Comedy,Drama,Thriller",4844,2664,188,79
6092,6092,HUMAN LOST,108626/HUMAN-LOST,2019,Fall,Movie,1,NaN,Finished,5446,55%,32,POLYGON PICTURES,Novel,"Action,Sci-Fi",3986,1148,176,91
6093,6093,Kono Sekai no (Sara ni Ikutsumono) Katasumi ni,112135/Kono-Sekai-no-Sara-ni-Ikutsumono-Katasumi-ni,2019,Fall,Movie,1,NaN,Finished,2788,81%,43,MAPPA,Manga,"Drama,Slice of Life",2112,577,65,18
6094,6094,Kimi dake ni Motetainda.,111290/Kimi-dake-ni-Motetainda,2019,Fall,Movie,1,NaN,Finished,2270,50%,13,Signal.MD,Original,"Drama,Music,Romance",1788,325,89,36
6095,6095,Strike Witches: 501 Butai Hasshin Shimasu! Movie,112732/Strike-Witches-501-Butai-Hasshin-Shimasu-Movie,2019,Fall,Movie,1,NaN,Finished,1578,64%,18,Acca effe,Manga,Sci-Fi,768,715,48,27
6096,6096,Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete,109737/StarTwinkle-Precure-Hoshi-no-Uta-ni-Omoi-wo-Komete,2019,Fall,Movie,1,NaN,Finished,1495,78%,53,Toei Animation,Original,Mahou Shoujo,833,549,51,42
6097,6097,Gundam: G no Reconguista I - Ike! Core Fighter,105596/Gundam-G-no-Reconguista-I--Ike-Core-Fighter,2019,Fall,Movie,1,NaN,Finished,1143,64%,9,Sunrise,Original,"Action,Mecha,Sci-Fi",605,464,34,25
6098,6098,Soukyuu no Fafner: Dead Aggressor - The Beyond Part 2,112308/Soukyuu-no-Fafner-Dead-Aggressor--The-Beyond-Part-2,2019,Fall,Movie,3,NaN,Finished,995,74%,7,Xebec Zwei,Original,"Drama,Mecha,Sci-Fi",570,347,35,27
6099,6099,Thunderbolt Fantasy: Seiyuu Genka,114317/Thunderbolt-Fantasy-Seiyuu-Genka,2019,Fall,Movie,1,NaN,Finished,989,83%,41,Pili International Multimedia,Original,"Action,Drama,Fantasy,Music",642,306,22,13
6100,6100,Sumikko Gurashi Movie: Tobidasu Ehon to Himitsu no Ko,111905/Sumikko-Gurashi-Movie-Tobidasu-Ehon-to-Himitsu-no-Ko,2019,Fall,Movie,1,NaN,Finished,538,63%,9,Fanworks,Other,Comedy,291,201,22,20
6101,6101,Shinkansen Henkei Robo Shinkalion: Mirai kara Kita Shinsoku no ALFA-X,110131/Shinkansen-Henkei-Robo-Shinkalion-Mirai-kara-Kita-Shinsoku-no-ALFAX,2019,Fall,Movie,1,NaN,Finished,469,66%,8,OLM,Other,"Action,Mecha,Sci-Fi",249,161,31,21
6102,6102,Youkai Watch: Youkai Gakuen Y - Neko wa Hero ni Nareru ka,113273/Youkai-Watch-Youkai-Gakuen-Y--Neko-wa-Hero-ni-Nareru-ka,2019,Fall,Movie,1,NaN,Finished,395,61%,4,OLM,Video Game,"Comedy,Fantasy,Supernatural",181,153,31,22
6103,6103,Santa Company: Christmas no Himitsu,126876/Santa-Company-Christmas-no-Himitsu,2019,Fall,Movie,1,NaN,Finished,296,50%,1,Asahi Production,Original,Fantasy,182,80,19,8
6104,6104,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,112625/Saiki-Kusuo-no-nan-shidouhen,2019,Fall,ONA,6,23 mins,Finished,62090,81%,826,J.C. Staff,Manga,"Comedy,Slice of Life,Supernatural",49457,10055,1508,645
6105,6105,One Punch Man 2 OVA,108945/One-Punch-Man-2-OVA,2019,Fall,OVA,6,12 mins,Finished,27218,72%,252,J.C. Staff,Manga,"Action,Comedy,Sci-Fi,Supernatural",17492,7608,1283,598
6106,6106,Kengan Ashura Part 2,111048/Kengan-Ashura-Part-2,2019,Fall,ONA,12,25 mins,Finished,18015,76%,395,Larx Entertainment,Manga,"Action,Sports",13977,3196,511,171
6107,6107,Mugen no Juunin: IMMORTAL,109616/Mugen-no-Juunin-IMMORTAL,2019,Fall,ONA,24,24 mins,Finished,17882,69%,272,LIDENFILMS,Manga,"Action,Adventure,Supernatural",7236,5328,2075,1827
6108,6108,Bokutachi wa Benkyou ga Dekinai OVAs,109492/Bokutachi-wa-Benkyou-ga-Dekinai-OVAs,2019,Fall,OVA,2,25 mins,Finished,16666,71%,196,Studio Silver,Manga,"Comedy,Ecchi,Romance,Slice of Life",10592,4975,658,322
6109,6109,Nande Koko ni Sensei ga!? Special,113924/Nande-Koko-ni-Sensei-ga-Special,2019,Fall,Special,1,12 mins,Finished,15338,66%,222,Tear-Studio,Manga,"Comedy,Ecchi,Romance",12146,2778,282,73
6110,6110,Arifureta Shokugyou de Sekai Saikyou Specials,111729/Arifureta-Shokugyou-de-Sekai-Saikyou-Specials,2019,Fall,Special,2,9 mins,Finished,14867,65%,221,NaN,Light Novel,"Action,Adventure,Fantasy",10710,3506,434,113
