Unnamed: 0,Title,Link,Year,Season,Format,Episodes,EpisodeDuration,Status,Popularity,MeanScore,Favorites,Studios,Source,Genre,Completed,Planning,Current,Dropped
2369,2369,Tamayura: Hitotose,10232/Tamayura-Hitotose,2011,Fall,TV,12,24 mins,Finished,10073,72%,96,TYO Animations,Original,"Comedy,Slice of Life",5181,3617,440,425
2370,2370,Last Exile: Ginyoku no Fam,10336/Last-Exile-Ginyoku-no-Fam,2011,Fall,TV,21,24 mins,Finished,6742,67%,32,GONZO,Original,"Action,Adventure,Fantasy,Sci-Fi",2910,2881,384,326
2371,2371,Kidou Senshi Gundam AGE,10808/Kidou-Senshi-Gundam-AGE,2011,Fall,TV,49,24 mins,Finished,5780,60%,36,Sunrise,Original,"Action,Mecha,Sci-Fi",2885,1622,564,374
2372,2372,Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,11385/Digimon-Xros-Wars-Toki-wo-Kakeru-Shounen-Huntertachi,2011,Fall,TV,25,25 mins,Finished,4152,59%,41,NaN,Original,"Action,Adventure,Comedy,Fantasy",2823,941,190,109
2373,2373,Battle Spirits: Heroes,11017/Battle-Spirits-Heroes,2011,Fall,TV,50,24 mins,Finished,527,56%,5,Sunrise,Other,Action,218,204,49,37
2374,2374,Ad Lib Anime Kenkyuujo,11541/Ad-Lib-Anime-Kenkyuujo,2011,Fall,TV,38,20 mins,Finished,215,49%,NaN,NaN,Original,Comedy,104,46,37,18
2375,2375,Chibi☆Devi!,11457/ChibiDevi,2011,Fall,TV Short,75,5 mins,Finished,2911,63%,40,SynergySP,Manga,"Fantasy,Slice of Life,Supernatural",1060,1016,356,250
2376,2376,Morita-san wa Mukuchi. 2,11615/Moritasan-wa-Mukuchi-2,2011,Fall,TV Short,13,3 mins,Finished,2695,62%,5,Seven,Manga,"Comedy,Slice of Life",1994,553,57,53
2377,2377,gdgd Fairies,11809/gdgd-Fairies,2011,Fall,TV Short,12,14 mins,Finished,1991,66%,41,Bouncy,Original,"Comedy,Fantasy",856,761,153,113
2378,2378,High Score,10958/High-Score,2011,Fall,TV Short,8,3 mins,Finished,1871,49%,5,DLE,Manga,"Comedy,Romance,Slice of Life",1086,617,95,39
2379,2379,Cross Fight B-Daman,11177/Cross-Fight-BDaman,2011,Fall,TV Short,52,14 mins,Finished,1609,61%,25,SynergySP,Other,Adventure,1086,300,101,67
2380,2380,Sengoku☆Paradise Kiwami,11547/SengokuParadise-Kiwami,2011,Fall,TV Short,26,3 mins,Finished,798,52%,1,Milky Cartoon,Video Game,"Action,Comedy,Drama,Romance",415,165,93,79
2381,2381,Fujilog 2nd Season,10997/Fujilog-2nd-Season,2011,Fall,TV Short,13,4 mins,Finished,116,42%,NaN,NaN,NaN,Comedy,46,41,13,13
2382,2382,Nippon Omoshiro Mukashi Banashi,12181/Nippon-Omoshiro-Mukashi-Banashi,2011,Fall,TV Short,12,12 mins,Finished,92,52%,NaN,NaN,NaN,"N,a,N",39,32,12,5
2383,2383,Tobidase! Dokan-kun,121075/Tobidase-Dokankun,2011,Fall,TV Short,15,3 mins,Finished,43,45%,NaN,DLE,Original,Comedy,21,13,6,3
2384,2384,Mawaru Penguindrum,10721/Mawaru-Penguindrum,2011,Fall,TV,24,24 mins,Finished,59435,79%,2727,Brain's Base,Original,"Drama,Mystery,Psychological,Supernatural",28341,24081,2711,2436
2385,2385,THE IDOLM@STER,10278/THE-IDOLMSTER,2011,Fall,TV,25,24 mins,Finished,32551,74%,664,A-1 Pictures,Video Game,"Comedy,Drama,Music,Slice of Life",13917,13334,1816,1775
2386,2386,Nurarihyon no Mago: Sennen Makyou,10049/Nurarihyon-no-Mago-Sennen-Makyou,2011,Fall,TV,24,23 mins,Finished,18971,77%,251,Studio DEEN,Manga,"Action,Supernatural",12757,4790,603,480
2387,2387,Kayoe! Chuugaku,10797/Kayoe-Chuugaku,2011,Fall,TV Short,431,1 mins,Finished,102,37%,NaN,DLE,Original,Comedy,38,35,17,9
2388,2388,Hotarubi no Mori e,10408/Hotarubi-no-Mori-e,2011,Fall,Movie,1,NaN,Finished,134059,80%,4203,Brain's Base,Manga,"Drama,Fantasy,Romance,Supernatural",92257,39638,1480,514
2389,2389,K-ON! Movie,9617/KON-Movie,2011,Fall,Movie,1,NaN,Finished,61143,83%,1821,Kyoto Animation,Manga,"Comedy,Music,Slice of Life",46554,13369,770,290
2390,2390,Toaru Hikuushi e no Tsuioku,9000/Toaru-Hikuushi-e-no-Tsuioku,2011,Fall,Movie,1,NaN,Finished,13068,73%,145,MADHOUSE,Light Novel,"Adventure,Romance",6503,6168,251,89
2391,2391,Towa no Quon 6: Towa no Quon,10717/Towa-no-Quon-6-Towa-no-Quon,2011,Fall,Movie,1,NaN,Finished,7216,72%,41,bones,Original,"Action,Sci-Fi,Supernatural",3997,2984,116,71
2392,2392,Mardock Scramble: The Second Combustion,10624/Mardock-Scramble-The-Second-Combustion,2011,Fall,Movie,1,NaN,Finished,7054,70%,35,GoHands,Novel,"Action,Psychological,Sci-Fi",4699,2160,89,72
2393,2393,UN-GO episode:0 Inga-ron,11531/UNGO-episode0-Ingaron,2011,Fall,Movie,1,NaN,Finished,6451,72%,24,bones,Novel,"Mystery,Supernatural",4329,1981,75,34
2394,2394,Towa no Quon 4: Guren no Shoushin,10715/Towa-no-Quon-4-Guren-no-Shoushin,2011,Fall,Movie,1,NaN,Finished,6177,71%,21,bones,Original,"Action,Sci-Fi,Supernatural",4039,1983,74,45
2395,2395,Towa no Quon 5: Souzetsu no Raifuku,10716/Towa-no-Quon-5-Souzetsu-no-Raifuku,2011,Fall,Movie,1,NaN,Finished,6084,71%,23,bones,Original,"Action,Sci-Fi,Supernatural",3927,2012,68,41
2396,2396,ONE PIECE 3D: Gekisou! Trap Coaster,12001/ONE-PIECE-3D-Gekisou-Trap-Coaster,2011,Fall,Movie,1,NaN,Finished,3878,62%,19,Toei Animation,Manga,"Action,Adventure,Comedy",2459,1232,73,68
2397,2397,Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,10999/Inazuma-Eleven-Go-Kyuukyoku-no-Kizuna-Gryphon,2011,Fall,Movie,1,NaN,Finished,3778,71%,36,OLM,Video Game,"Sci-Fi,Sports",3185,470,61,40
2398,2398,Tennis no Ouji-sama: Eikokushiki Teikyuu Shiro Kessen!,10731/Tennis-no-Oujisama-Eikokushiki-Teikyuu-Shiro-Kessen,2011,Fall,Movie,1,NaN,Finished,1733,70%,6,Production I.G,Manga,"Action,Comedy,Sports",1250,415,30,25
2399,2399,Suite Precure♪: Torimodose! Kokoro ga Tsunagu Kiseki no Melody♪,10821/Suite-Precure-Torimodose-Kokoro-ga-Tsunagu-Kiseki-no-Melody,2011,Fall,Movie,1,NaN,Finished,1479,67%,10,Toei Animation,Original,"Fantasy,Mahou Shoujo",884,491,43,36
2400,2400,663114,13971/663114,2011,Fall,Movie,1,NaN,Finished,976,48%,1,NaN,NaN,Fantasy,785,172,7,6
2401,2401,Scryed Alteration I: Tao,10592/Scryed-Alteration-I-Tao,2011,Fall,Movie,1,NaN,Finished,970,66%,6,NaN,NaN,"Action,Adventure,Sci-Fi",520,388,28,20
2402,2402,Sakura no Ondo,15393/Sakura-no-Ondo,2011,Fall,Movie,1,NaN,Finished,821,49%,1,ufotable,Original,Drama,727,43,21,17
2403,2403,Precure All-Stars DX the Dance Live: Miracle Dance Stage e Youkoso,11569/Precure-AllStars-DX-the-Dance-Live-Miracle-Dance-Stage-e-Youkoso,2011,Fall,Movie,1,NaN,Finished,753,65%,7,Toei Animation,Original,"Mahou Shoujo,Music",416,260,31,28
2404,2404,APPLESEED XIII Remix Movie: Yogen,10693/APPLESEED-XIII-Remix-Movie-Yogen,2011,Fall,Movie,1,NaN,Finished,699,57%,2,NaN,NaN,"Action,Mecha,Sci-Fi",355,290,23,16
2405,2405,Friends: Mononoke Shima no Naki,10115/Friends-Mononoke-Shima-no-Naki,2011,Fall,,,,,,,,,,,,,,
2406,2406,Hal no Fue,11673/Hal-no-Fue,2011,Fall,Movie,1,NaN,Finished,138,56%,NaN,NaN,Original,Adventure,82,31,16,6
2407,2407,Fate/Prototype,12565/FatePrototype,2011,Fall,OVA,1,12 mins,Finished,23737,63%,108,Lerche,Original,"Action,Fantasy,Romance",16946,6276,285,122
2408,2408,Boku wa Tomodachi ga Sukunai Episode 0: Yami Nabe wa Bishoujo ga Zannen na Nioi,10897/Boku-wa-Tomodachi-ga-Sukunai-Episode-0-Yami-Nabe-wa-Bishoujo-ga-Zannen-na-Nioi,2011,Fall,OVA,1,11 mins,Finished,22235,63%,80,AIC Build,Light Novel,"Comedy,Romance",17845,3927,242,113
2409,2409,Dragon Ball: Episode of Bardock,12231/Dragon-Ball-Episode-of-Bardock,2011,Fall,Special,1,19 mins,Finished,20815,68%,209,Toei Animation,Manga,"Action,Adventure,Comedy,Sci-Fi",19339,1175,215,49
2410,2410,Ao no Exorcist: Kuro no Iede,11266/Ao-no-Exorcist-Kuro-no-Iede,2011,Fall,OVA,1,24 mins,Finished,20395,69%,119,NaN,Manga,"Action,Comedy,Fantasy,Supernatural",16287,3714,219,97
2411,2411,Deadman Wonderland: Akai Knife Tsukai,10418/Deadman-Wonderland-Akai-Knife-Tsukai,2011,Fall,OVA,1,27 mins,Finished,18710,65%,63,Manglobe,Manga,"Action,Horror,Sci-Fi",15123,3259,159,87
2412,2412,Usagi Drop Specials,11113/Usagi-Drop-Specials,2011,Fall,Special,4,5 mins,Finished,12689,77%,35,Production I.G,Manga,Slice of Life,10504,1862,128,125
2413,2413,Carnival Phantasm EX Season,12187/Carnival-Phantasm-EX-Season,2011,Fall,OVA,1,20 mins,Finished,10652,73%,42,Lerche,NaN,"Comedy,Supernatural",8514,1916,118,63
2414,2414,Hidan no Aria Special,10604/Hidan-no-Aria-Special,2011,Fall,Special,1,24 mins,Finished,9941,64%,40,J.C. Staff,Light Novel,"Action,Comedy,Romance",7826,1852,134,68
2415,2415,Astarotte no Omocha! EX,10582/Astarotte-no-Omocha-EX,2011,Fall,OVA,1,21 mins,Finished,6422,62%,39,NaN,Manga,"Comedy,Ecchi,Fantasy,Romance",4945,1260,105,57
2416,2416,Yuru Yuri: Doushite☆Tomaranai☆Tokimeki☆Doki Doki☆Paradox☆Eternal,12665/Yuru-Yuri-DoushiteTomaranaiTokimekiDoki-DokiParadoxEternal,2011,Fall,Special,1,3 mins,Finished,6233,60%,24,Doga Kobo,NaN,Comedy,4601,1470,79,43
2417,2417,Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,10834/Baka-to-Test-to-Shoukanjuu-Spinout-Sore-ga-Bokura-no-Nichijou,2011,Fall,Special,6,5 mins,Finished,5906,68%,19,NaN,Manga,"Comedy,Romance,Slice of Life",4000,1697,90,63
2418,2418,"Kono Danshi, Uchuujin to Tatakaemasu.",11355/Kono-Danshi-Uchuujin-to-Tatakaemasu,2011,Fall,OVA,1,29 mins,Finished,4322,63%,39,CoMix Wave,Original,"Action,Fantasy,Supernatural",2796,1401,59,42
2419,2419,Hidamari Sketch x SP,11237/Hidamari-Sketch-x-SP,2011,Fall,Special,2,24 mins,Finished,4287,77%,21,Shaft,Manga,"Comedy,Slice of Life",3008,1117,66,49
2420,2420,Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi,21467/Baka-to-Test-to-Shoukanjuu-Ni-Mahou-Hideyoshi-Hideyoshi,2011,Fall,Special,1,3 mins,Finished,4066,66%,16,SILVER LINK.,Light Novel,"Comedy,Mahou Shoujo",2827,1090,69,49
2421,2421,Tales of Symphonia THE ANIMATION: Sekai Tougou-hen,8995/Tales-of-Symphonia-THE-ANIMATION-Sekai-Tougouhen,2011,Fall,OVA,3,36 mins,Finished,3907,71%,29,ufotable,Video Game,"Action,Adventure,Fantasy",2285,1385,113,70
2422,2422,Eiyuu Densetsu: Sora no Kiseki THE ANIMATION,10260/Eiyuu-Densetsu-Sora-no-Kiseki-THE-ANIMATION,2011,Fall,OVA,2,43 mins,Finished,3616,59%,17,Kinema Citrus,Video Game,"Action,Adventure,Fantasy",1761,1567,135,82
2423,2423,Ikkitousen: Shuugaku Toushi Keppuuroku,11255/Ikkitousen-Shuugaku-Toushi-Keppuuroku,2011,Fall,OVA,1,43 mins,Finished,3559,61%,29,Arms,Manga,"Action,Ecchi",1732,1611,108,57
2424,2424,Queen's Blade OVA,10924/Queens-Blade-OVA,2011,Fall,OVA,2,21 mins,Finished,3026,58%,24,NaN,Other,"Action,Adventure,Ecchi,Fantasy",1472,1354,88,61
2425,2425,Manyuu Hikenchou Specials,10845/Manyuu-Hikenchou-Specials,2011,Fall,Special,4,3 mins,Finished,3023,56%,42,NaN,Manga,"Action,Ecchi",1783,1021,96,71
2426,2426,Busou Shinki: Moon Angel,11103/Busou-Shinki-Moon-Angel,2011,Fall,ONA,10,5 mins,Finished,2390,61%,10,TNK,Other,"Action,Sci-Fi",1347,732,141,85
2427,2427,Queen's Blade OVA Specials,12065/Queens-Blade-OVA-Specials,2011,Fall,Special,2,20 mins,Finished,1840,53%,15,NaN,Other,"Action,Adventure,Ecchi,Fantasy",964,750,49,46
2428,2428,Manyuu Hikenchou Picture Drama,12239/Manyuu-Hikenchou-Picture-Drama,2011,Fall,Special,4,4 mins,Finished,1354,52%,28,NaN,NaN,Ecchi,754,488,59,32
2429,2429,Itsuka Tenma no Kuro Usagi Picture Drama,12579/Itsuka-Tenma-no-Kuro-Usagi-Picture-Drama,2011,Fall,Special,6,10 mins,Finished,1264,55%,7,NaN,Light Novel,"Comedy,Ecchi,Romance,Supernatural",652,519,36,32
2430,2430,UN-GO: Inga Nikki,12411/UNGO-Inga-Nikki,2011,Fall,ONA,10,1 mins,Finished,1199,56%,1,NaN,Original,"N,a,N",811,327,27,20
2431,2431,Tales of Symphonia THE ANIMATION: Sekai Tougou-hen Specials,12709/Tales-of-Symphonia-THE-ANIMATION-Sekai-Tougouhen-Specials,2011,Fall,Special,3,6 mins,Finished,1186,66%,4,NaN,Video Game,"Action,Adventure,Comedy,Fantasy",638,457,40,32
2432,2432,Kamisama Dolls Specials,11715/Kamisama-Dolls-Specials,2011,Fall,Special,6,2 mins,Finished,1149,55%,1,NaN,Manga,Comedy,724,343,35,25
2433,2433,Ikoku Meiro no Croisée: Yune & Alice,10832/Ikoku-Meiro-no-Croise-Yune--Alice,2011,Fall,Special,7,2 mins,Finished,1046,61%,1,NaN,Manga,Slice of Life,642,331,31,23
2434,2434,Rio: Rainbow Gate Special,10301/Rio-Rainbow-Gate-Special,2011,Fall,Special,1,23 mins,Finished,1002,54%,9,NaN,NaN,"Comedy,Ecchi",600,347,24,21
2435,2435,Ikoku Meiro no Croisée Picture Drama,10905/Ikoku-Meiro-no-Croise-Picture-Drama,2011,Fall,Special,6,6 mins,Finished,866,60%,NaN,NaN,Manga,Slice of Life,544,275,17,16
2436,2436,Pretty Rhythm Shougekijou,11911/Pretty-Rhythm-Shougekijou,2011,Fall,Special,51,2 mins,Finished,750,64%,6,Tatsunoko Production,Video Game,"Music,Sports",414,234,36,33
2437,2437,Black Jack FINAL,108339/Black-Jack-FINAL,2011,Fall,OVA,2,48 mins,Finished,593,72%,6,Tezuka Productions,Manga,Drama,322,241,19,7
2438,2438,Goulart Knights: Evoked the Beginning White,13993/Goulart-Knights-Evoked-the-Beginning-White,2011,Fall,OVA,1,30 mins,Finished,515,55%,3,NaN,Original,"Action,Drama,Fantasy,Supernatural",323,153,18,12
2439,2439,Nekogami Yaoyorozu Specials,13681/Nekogami-Yaoyorozu-Specials,2011,Fall,Special,7,3 mins,Finished,414,58%,3,NaN,Manga,"Comedy,Supernatural",194,180,17,14
2440,2440,Kiss Dum Special,11505/Kiss-Dum-Special,2011,Fall,Special,1,12 mins,Finished,279,55%,NaN,NaN,Original,"Mecha,Sci-Fi",135,117,14,7
2441,2441,AKB48 Stage Fighter,97963/AKB48-Stage-Fighter,2011,Fall,Special,1,1 mins,Finished,225,42%,1,NaN,Video Game,Action,165,45,11,3
2442,2442,Peeping Life: The Perfect Extension,16377/Peeping-Life-The-Perfect-Extension,2011,Fall,OVA,10,5 mins,Finished,144,45%,NaN,CoMix Wave,NaN,"Comedy,Slice of Life",61,57,16,7
2443,2443,Chi-Sui Maru Specials,11731/ChiSui-Maru-Specials,2011,Fall,Special,2,5 mins,Finished,66,39%,NaN,NaN,NaN,Comedy,26,22,14,3
2444,2444,Arigatou Kumanofu,114426/Arigatou-Kumanofu,2011,Fall,ONA,11,NaN,Finished,57,32%,NaN,Kachidoki Studio,Original,Comedy,26,18,9,3
2445,2445,Houkago no Thesaurus,118039/Houkago-no-Thesaurus,2011,Fall,Music,1,4 mins,Finished,82,41%,NaN,NaN,Original,"N,a,N",59,17,3,3
2446,2446,Another,11111/Another,2012,Winter,TV,12,24 mins,Finished,256450,70%,4814,P.A. Works,Light Novel,"Horror,Mystery,Psychological,Supernatural,Thriller",175964,61112,7250,6855
2447,2447,High School DxD,11617/High-School-DxD,2012,Winter,TV,12,24 mins,Finished,194278,69%,5236,TNK,Light Novel,"Action,Comedy,Ecchi,Fantasy,Romance",152874,23715,7675,6501
2448,2448,Nisemonogatari,11597/Nisemonogatari,2012,Winter,TV,11,24 mins,Finished,132652,79%,2130,Shaft,Light Novel,"Comedy,Drama,Ecchi,Mystery,Psychological,Supernatural",100326,24849,3820,2442
2449,2449,Danshi Koukousei no Nichijou,11843/Danshi-Koukousei-no-Nichijou,2012,Winter,TV,12,24 mins,Finished,129931,80%,4208,Sunrise,Manga,"Comedy,Slice of Life",73578,40386,6407,5815
2450,2450,Inu x Boku SS,11013/Inu-x-Boku-SS,2012,Winter,TV,12,24 mins,Finished,69402,70%,852,David Production,Manga,"Comedy,Romance,Supernatural",39816,22010,2870,2357
2451,2451,Ano Natsu de Matteru,11433/Ano-Natsu-de-Matteru,2012,Winter,TV,12,23 mins,Finished,60169,71%,633,J.C. Staff,Original,"Comedy,Drama,Romance,Sci-Fi,Slice of Life",33291,22298,1634,1601
2452,2452,Zero no Tsukaima F,11319/Zero-no-Tsukaima-F,2012,Winter,TV,12,24 mins,Finished,53549,70%,573,J.C. Staff,Light Novel,"Action,Adventure,Comedy,Ecchi,Fantasy,Romance",43015,7782,1169,834
2453,2453,Black★Rock Shooter (TV),11285/BlackRock-Shooter-TV,2012,Winter,TV,8,23 mins,Finished,49386,63%,513,Ordet,Multimedia Project,"Action,Drama,Fantasy,Psychological,Slice of Life",30902,13758,2261,1256
2454,2454,Natsume Yuujinchou Shi,11665/Natsume-Yuujinchou-Shi,2012,Winter,TV,13,24 mins,Finished,33863,85%,714,Brain's Base,Manga,"Drama,Fantasy,Slice of Life,Supernatural",18370,13851,828,536
2455,2455,Senki Zesshou Symphogear,11751/Senki-Zesshou-Symphogear,2012,Winter,TV,13,23 mins,Finished,32050,68%,565,Satelight,Original,"Action,Drama,Mahou Shoujo,Music,Sci-Fi",15576,12653,1455,1392
2456,2456,Papa no Iukoto wo Kikinasai!,11179/Papa-no-Iukoto-wo-Kikinasai,2012,Winter,TV,12,23 mins,Finished,29443,69%,246,feel.,Light Novel,"Comedy,Drama,Romance,Slice of Life",19081,8037,883,849
2457,2457,Amagami SS+ Plus,11235/Amagami-SS-Plus,2012,Winter,TV,13,24 mins,Finished,26659,71%,226,AIC,Visual Novel,"Comedy,Romance,Slice of Life",17545,7338,697,555
2458,2458,Kill Me Baby,11079/Kill-Me-Baby,2012,Winter,TV,13,24 mins,Finished,22186,65%,208,J.C. Staff,Manga,Comedy,10232,7990,1779,1127
2459,2459,Brave 10,11241/Brave-10,2012,Winter,TV,12,24 mins,Finished,16978,62%,92,Studio Saki Makura,Manga,"Action,Adventure",9677,5127,1096,574
2460,2460,Aquarion EVOL,10447/Aquarion-EVOL,2012,Winter,TV,26,24 mins,Finished,14066,67%,144,NaN,Original,"Action,Comedy,Drama,Fantasy,Mecha,Romance",7383,4828,810,526
2461,2461,Rinne no Lagrange,11227/Rinne-no-Lagrange,2012,Winter,TV,12,23 mins,Finished,13144,66%,64,Xebec,Original,"Action,Comedy,Mecha",6598,4963,727,429
2462,2462,Mouretsu Pirates,8917/Mouretsu-Pirates,2012,Winter,TV,26,24 mins,Finished,12948,68%,95,Satelight,Light Novel,Sci-Fi,5264,4925,1386,841
2463,2463,Smile Precure!,12191/Smile-Precure,2012,Winter,TV,48,24 mins,Finished,10727,68%,240,Toei Animation,Original,"Fantasy,Mahou Shoujo",6534,2326,708,587
2464,2464,Area no Kishi,11697/Area-no-Kishi,2012,Winter,TV,37,25 mins,Finished,10202,67%,86,NaN,Manga,"Comedy,Sports",4941,3244,954,580
2465,2465,Shin Tennis no Ouji-sama,11371/Shin-Tennis-no-Oujisama,2012,Winter,,,,,,,,,,,,,,
2466,2466,Thermae Romae,12321/Thermae-Romae,2012,Winter,TV,3,24 mins,Finished,5691,66%,21,DLE,Manga,"Adventure,Comedy,Slice of Life",3213,2080,183,126
2467,2467,Tantei Opera Milky Holmes Dai 2 Maku,11341/Tantei-Opera-Milky-Holmes-Dai-2-Maku,2012,Winter,TV,12,24 mins,Finished,4174,71%,39,J.C. Staff,Other,"Comedy,Mystery",2492,1243,158,156
2468,2468,Danball Senki W,12651/Danball-Senki-W,2012,Winter,TV,58,20 mins,Finished,1271,68%,21,OLM,Video Game,"Action,Mecha",736,328,93,62
2469,2469,Recorder to Randoseru Do♪,11491/Recorder-to-Randoseru-Do,2012,Winter,TV Short,13,3 mins,Finished,9257,62%,35,Seven,Manga,Comedy,5515,2820,470,233
2470,2470,Gokujo.,11769/Gokujo,2012,Winter,TV Short,12,6 mins,Finished,5544,56%,18,LMD,Manga,"Comedy,Ecchi",2689,2209,318,193
2471,2471,Poyopoyo Kansatsu Nikki,12021/Poyopoyo-Kansatsu-Nikki,2012,Winter,TV Short,52,3 mins,Finished,3556,71%,30,Studio DEEN,Manga,"Comedy,Slice of Life",1664,1136,295,265
2472,2472,Usavich V,16347/Usavich-V,2012,Winter,TV Short,13,1 mins,Finished,469,55%,1,Kanaban Graphics,Original,Comedy,362,73,20,8
2473,2473,Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun,13207/Himitsukessha-Taka-no-Tsume-Gaiden-Mukashi-no-Yoshidakun,2012,Winter,TV Short,9,3 mins,Finished,156,41%,NaN,NaN,NaN,Comedy,78,43,21,8
2474,2474,HUNTER×HUNTER (2011),11061/HUNTERHUNTER-2011,2012,Winter,TV,148,24 mins,Finished,529852,89%,56743,MADHOUSE,Manga,"Action,Adventure,Fantasy",325811,83284,75600,34110
2475,2475,Mirai Nikki,10620/Mirai-Nikki,2012,Winter,TV,26,23 mins,Finished,292173,69%,5857,Asread,Manga,"Action,Horror,Mystery,Psychological,Supernatural,Thriller",200502,60645,12420,10349
2476,2476,Guilty Crown,10793/Guilty-Crown,2012,Winter,TV,22,24 mins,Finished,163058,69%,3239,Production I.G,Original,"Action,Drama,Mecha,Psychological,Romance,Sci-Fi",100337,42234,8991,6019
2477,2477,Chihayafuru,10800/Chihayafuru,2012,Winter,TV,25,22 mins,Finished,83027,81%,2445,MADHOUSE,Manga,"Drama,Romance,Slice of Life,Sports",37651,35247,3878,3776
2478,2478,Bakuman. 2,10030/Bakuman-2,2012,Winter,TV,25,24 mins,Finished,46139,82%,605,J.C. Staff,Manga,"Comedy,Drama,Romance,Slice of Life",34280,9308,984,983
2479,2479,Persona 4 the Animation,10588/Persona-4-the-Animation,2012,Winter,TV,25,25 mins,Finished,39765,72%,644,AIC A.S.T.A.,Video Game,"Action,Adventure,Mystery,Sci-Fi,Supernatural",23209,11095,1971,1848
2480,2480,Shakugan no Shana III (Final),6773/Shakugan-no-Shana-III-Final,2012,Winter,TV,24,23 mins,Finished,31771,72%,349,J.C. Staff,Light Novel,"Action,Fantasy,Romance,Supernatural",21262,7667,982,949
2481,2481,Phi Brain: Kami no Puzzle,9981/Phi-Brain-Kami-no-Puzzle,2012,Winter,TV,25,25 mins,Finished,15230,67%,86,Sunrise,Original,"Action,Mystery",7165,4882,1541,959
2482,2482,Last Exile: Ginyoku no Fam,10336/Last-Exile-Ginyoku-no-Fam,2012,Winter,TV,21,24 mins,Finished,6742,67%,32,GONZO,Original,"Action,Adventure,Fantasy,Sci-Fi",2910,2881,384,326
2483,2483,Kidou Senshi Gundam AGE,10808/Kidou-Senshi-Gundam-AGE,2012,Winter,TV,49,24 mins,Finished,5780,60%,36,Sunrise,Original,"Action,Mecha,Sci-Fi",2885,1622,564,374
2484,2484,Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,11385/Digimon-Xros-Wars-Toki-wo-Kakeru-Shounen-Huntertachi,2012,Winter,TV,25,25 mins,Finished,4152,59%,41,NaN,Original,"Action,Adventure,Comedy,Fantasy",2823,941,190,109
2485,2485,Chibi☆Devi!,11457/ChibiDevi,2012,Winter,TV Short,75,5 mins,Finished,2911,63%,40,SynergySP,Manga,"Fantasy,Slice of Life,Supernatural",1060,1016,356,250
2486,2486,Cross Fight B-Daman,11177/Cross-Fight-BDaman,2012,Winter,TV Short,52,14 mins,Finished,1609,61%,25,SynergySP,Other,Adventure,1086,300,101,67
2487,2487,Sengoku☆Paradise Kiwami,11547/SengokuParadise-Kiwami,2012,Winter,TV Short,26,3 mins,Finished,798,52%,1,Milky Cartoon,Video Game,"Action,Comedy,Drama,Romance",415,165,93,79
2488,2488,Battle Spirits: Heroes,11017/Battle-Spirits-Heroes,2012,Winter,TV,50,24 mins,Finished,527,56%,5,Sunrise,Other,Action,218,204,49,37
2489,2489,Ad Lib Anime Kenkyuujo,11541/Ad-Lib-Anime-Kenkyuujo,2012,Winter,TV,38,20 mins,Finished,215,49%,NaN,NaN,Original,Comedy,104,46,37,18
2490,2490,Berserk: Ougon Jidai-hen I - Haou no Tamago,10218/Berserk-Ougon-Jidaihen-I--Haou-no-Tamago,2012,Winter,Movie,1,NaN,Finished,35350,73%,582,Studio 4°C,Manga,"Action,Adventure,Fantasy,Supernatural",28910,5762,388,151
2491,2491,Wasurenagumo,13171/Wasurenagumo,2012,Winter,Movie,1,NaN,Finished,7758,67%,25,NaN,Original,Supernatural,4673,2907,105,48
2492,2492,.hack//The Movie: Sekai no Mukou ni,11375/hackThe-Movie-Sekai-no-Mukou-ni,2012,Winter,Movie,1,NaN,Finished,2902,67%,10,NaN,Video Game,"Action,Adventure,Fantasy,Mystery",1641,1116,53,50
2493,2493,Buta,13169/Buta,2012,Winter,Movie,1,NaN,Finished,1905,61%,6,NaN,Original,"Action,Adventure,Comedy",1366,485,27,16
2494,2494,Magic Tree House,10690/Magic-Tree-House,2012,Winter,Movie,1,NaN,Finished,1631,64%,5,NaN,Other,"Adventure,Fantasy",845,703,40,25
2495,2495,Dragon Age: Blood Mage no Seisen,11705/Dragon-Age-Blood-Mage-no-Seisen,2012,Winter,Movie,1,NaN,Finished,1424,54%,5,NaN,Video Game,"Action,Fantasy",830,518,39,19
2496,2496,Sacred Seven: Shirogane no Tsubasa,11635/Sacred-Seven-Shirogane-no-Tsubasa,2012,Winter,Movie,1,NaN,Finished,1220,62%,6,NaN,Original,"Action,Sci-Fi",577,566,31,26
2497,2497,Steins;Gate: Oukoubakko no Poriomania,10863/SteinsGate-Oukoubakko-no-Poriomania,2012,Winter,OVA,1,25 mins,Finished,78349,80%,563,White Fox,Visual Novel,"Comedy,Romance,Sci-Fi",66981,10412,602,222
2498,2498,Denpa Onna to Seishun Otoko: Mayonaka no Taiyou,10638/Denpa-Onna-to-Seishun-Otoko-Mayonaka-no-Taiyou,2012,Winter,OVA,1,29 mins,Finished,12221,70%,42,Shaft,Light Novel,"Comedy,Mystery,Romance,Sci-Fi",9402,2570,134,72
